4.899403961324865289e-03 1.966140478538949986e-05 6.296247455189650174e-05 8.162153019552958680e-07
1.963576035471460620e-05 4.964989558453752373e-03 1.659979561187641751e-05 1.179363711947889942e-05
6.274608710806927790e-05 1.667097927233118852e-05 4.941203357243291287e-03 -4.024568753270159274e-08
8.133378786807519965e-07 1.182215345045296822e-05 -4.033425211214299652e-08 4.971590839544390295e-03
-1.697537722199561850e-08 1.833809607367788680e-09 1.485959977925542506e-09 1.984203632891419419e-09
-1.380981115290882638e-08 1.861948690314957830e-09 1.573300776529720383e-09 1.985554940563411861e-09
7.537462083930666634e-09 9.812494588717270624e-10 1.110331362637210705e-09 9.210965350107614393e-10
-1.244274110131866603e-08 -3.348860733323683685e-08 1.355676958883110254e-09 1.801431405341334431e-09
1.146443774273797365e-08 -2.803897212967134562e-08 2.052924590220083349e-09 1.838750515444249965e-09
-1.440802928004042310e-08 -3.273710871468770648e-09 -1.200869979271860746e-08 -9.468023422850387959e-09
-1.332182014775452213e-07 8.044168284167540173e-10 -1.717642075664347540e-09 1.939259021043425435e-09
-2.521171332187800139e-08 1.181871603624694760e-09 6.900043955410146161e-10 1.400248832249249005e-09
-8.486646491797471744e-07 -6.606490939361912930e-09 -2.249146028886544305e-08 5.833196067384638896e-10
-1.462667996021870752e-06 -6.430023837172947132e-09 -3.889743732638168446e-08 8.599365062714365437e-10
-2.911066985239107133e-08 -3.742859896307171276e-09 1.111628146183300607e-09 1.950431691515577003e-09
-3.134398151869709262e-08 -1.657087791303181604e-08 4.404174106092509638e-09 1.882503169651625358e-09
-6.452089712069631483e-08 1.412101493191032985e-09 1.750041281724153247e-10 1.965019901921724065e-09
-1.082910077628085196e-08 1.888936636456061936e-09 1.656000019474222036e-09 1.987418029043096644e-09
-1.211507192196371095e-08 8.070869285036393968e-10 5.685959395060439163e-10 9.133434910951663560e-10
6.458401538130108372e-09 5.178806377726600204e-09 -4.070111199306076623e-09 1.432417280485214204e-09
6.413651091260909635e-09 -1.035197364089795404e-08 1.621662951149361745e-09 1.499492132619680106e-09
1.041187416638104771e-08 -2.870087960073216871e-08 2.018071834270351268e-09 1.833472109739467853e-09
1.119921517942104901e-08 -1.424595784448772658e-07 -8.684226997007724986e-10 1.937580564397521530e-09
-6.834448064921154460e-09 1.167222270819751091e-09 -2.651954953965676793e-08 9.183532424095741225e-10
-2.872255689712097096e-09 1.959432997838124436e-09 1.875319136560633458e-09 1.990535566105270904e-09
1.259938612135106671e-08 2.095989380482221115e-09 2.301288203272500487e-09 1.995973529137375001e-09
-3.474478433304536271e-08 1.512560945829610836e-09 8.223934847029349211e-09 -3.966237321220743345e-08
7.422960303959422703e-09 -1.149409471944389174e-08 1.152951159225813987e-08 1.332884550267830676e-08
-4.427765510749376210e-08 1.592165127571508266e-09 7.336438877423667736e-10 1.973805920010329680e-09
-5.608764731203443312e-08 1.057068629457831548e-09 -1.485886190735020398e-11 1.537305090993476367e-09
1.481595806337011314e-08 2.116041484712574965e-09 2.362770494323433191e-09 1.997338586655118773e-09
-7.578779110406713259e-09 -9.829268048777545954e-08 7.913357308051285592e-09 1.465176547455343493e-09
